slot,scene,method,tier,role,retrieval_success,confirmation_failure,round,fixed_round1_anchor,eventual_selected_anchor,source_id,candidate_id,evaluation_index,relevance,viable,blocked,clipped,cells,zero_cells,one_vote_cells,missing_cells,missing_tickets,confirmed,within_remaining_vote_budget
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,862,candidate-000096,96,0.7085670322053845,False,True,False,108,16,92,108,124,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,821,candidate-000111,111,0.7085670324139963,False,True,False,108,27,81,108,135,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,778,candidate-000113,113,1.0,False,True,False,108,67,41,108,175,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,781,candidate-000114,114,0.22903934910291213,False,True,False,108,36,72,108,144,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,858,candidate-000118,118,1.0,False,True,False,108,60,48,108,168,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,740,candidate-000120,120,1.0,False,True,False,106,42,64,106,148,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,777,candidate-000122,122,1.0,False,True,False,109,67,42,109,176,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,857,candidate-000136,136,1.0,False,True,False,108,65,43,108,173,False,False
1,eval-hard-015,generic,hard,primary,False,True,1,False,False,817,candidate-000140,140,1.0,False,True,False,107,67,40,107,174,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,True,False,584,candidate-000000,0,1.0,True,False,False,96,3,76,79,82,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,624,candidate-000002,2,1.0,True,False,False,101,3,82,85,88,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,583,candidate-000004,4,1.0,False,True,False,107,0,95,95,95,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,543,candidate-000005,5,1.0,False,True,False,108,3,95,98,101,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,623,candidate-000009,9,1.0,True,False,False,107,4,86,90,94,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,542,candidate-000012,12,1.0,True,False,False,105,3,94,97,100,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,663,candidate-000014,14,1.0,False,True,False,107,2,88,90,92,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,743,candidate-000022,22,1.0,False,True,False,104,7,82,89,96,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,783,candidate-000025,25,0.7085670322146393,False,True,False,102,5,83,88,93,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,541,candidate-000026,26,1.0,False,True,False,107,1,97,98,99,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,662,candidate-000028,28,1.0,False,True,False,105,1,94,95,96,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,702,candidate-000042,42,1.0,False,True,False,104,7,87,94,101,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,820,candidate-000048,48,1.0,False,True,False,99,24,65,89,113,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,581,candidate-000054,54,1.0,True,False,False,107,9,91,100,109,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,823,candidate-000055,55,0.7085670367875334,False,True,False,108,9,89,98,107,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,780,candidate-000056,56,1.0,False,True,False,107,29,69,98,127,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,742,candidate-000057,57,0.9165751090868195,False,True,False,102,7,87,94,101,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,661,candidate-000061,61,1.0,False,True,False,108,16,84,100,116,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,779,candidate-000063,63,1.0,False,True,False,108,29,68,97,126,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,701,candidate-000068,68,1.0,False,True,False,104,7,90,97,104,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,741,candidate-000072,72,1.0,False,True,False,103,8,88,96,104,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,860,candidate-000074,74,1.0,False,True,False,107,26,70,96,122,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,822,candidate-000077,77,0.7085670336472853,False,True,False,107,8,86,94,102,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,621,candidate-000079,79,1.0,False,True,False,103,16,79,95,111,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,739,candidate-000082,82,1.0,False,True,False,106,28,69,97,125,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,859,candidate-000086,86,1.0,False,True,False,107,27,70,97,124,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,738,candidate-000094,94,1.0,False,True,False,108,35,68,103,138,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,862,candidate-000096,96,0.7085670322053845,False,True,False,108,4,84,88,92,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,821,candidate-000111,111,0.7085670324139963,False,True,False,108,11,79,90,101,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,778,candidate-000113,113,1.0,False,True,False,108,44,60,104,148,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,781,candidate-000114,114,0.22903934910291213,False,True,False,108,20,74,94,114,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,858,candidate-000118,118,1.0,False,True,False,108,30,67,97,127,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,740,candidate-000120,120,1.0,False,True,False,106,27,70,97,124,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,777,candidate-000122,122,1.0,False,True,False,109,47,56,103,150,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,857,candidate-000136,136,1.0,False,True,False,108,30,71,101,131,False,False
1,eval-hard-015,generic,hard,primary,False,True,2,False,False,817,candidate-000140,140,1.0,False,True,False,107,36,67,103,139,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,True,False,584,candidate-000000,0,1.0,True,False,False,96,3,16,19,22,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,624,candidate-000002,2,1.0,True,False,False,101,3,22,25,28,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,583,candidate-000004,4,1.0,False,True,False,107,0,19,19,19,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,543,candidate-000005,5,1.0,False,True,False,108,2,18,20,22,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,623,candidate-000009,9,1.0,True,False,False,107,4,29,33,37,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,542,candidate-000012,12,1.0,True,False,False,105,3,16,19,22,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,663,candidate-000014,14,1.0,False,True,False,107,2,34,36,38,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,743,candidate-000022,22,1.0,False,True,False,104,7,59,66,73,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,783,candidate-000025,25,0.7085670322146393,False,True,False,102,5,67,72,77,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,541,candidate-000026,26,1.0,False,True,False,107,1,17,18,19,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,662,candidate-000028,28,1.0,False,True,False,105,1,43,44,45,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,702,candidate-000042,42,1.0,False,True,False,104,7,48,55,62,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,820,candidate-000048,48,1.0,False,True,False,99,24,56,80,104,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,581,candidate-000054,54,1.0,True,False,False,107,8,19,27,35,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,823,candidate-000055,55,0.7085670367875334,False,True,False,108,9,79,88,97,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,780,candidate-000056,56,1.0,False,True,False,107,29,51,80,109,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,742,candidate-000057,57,0.9165751090868195,False,True,False,102,7,53,60,67,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,661,candidate-000061,61,1.0,False,True,False,108,16,31,47,63,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,779,candidate-000063,63,1.0,False,True,False,108,29,45,74,103,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,701,candidate-000068,68,1.0,False,True,False,104,7,51,58,65,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,741,candidate-000072,72,1.0,False,True,False,103,8,54,62,70,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,860,candidate-000074,74,1.0,False,True,False,107,26,56,82,108,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,822,candidate-000077,77,0.7085670336472853,False,True,False,107,8,74,82,90,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,621,candidate-000079,79,1.0,False,True,False,103,15,19,34,49,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,739,candidate-000082,82,1.0,False,True,False,106,28,36,64,92,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,859,candidate-000086,86,1.0,False,True,False,107,27,54,81,108,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,738,candidate-000094,94,1.0,False,True,False,108,34,35,69,103,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,862,candidate-000096,96,0.7085670322053845,False,True,False,108,4,69,73,77,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,821,candidate-000111,111,0.7085670324139963,False,True,False,108,11,59,70,81,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,778,candidate-000113,113,1.0,False,True,False,108,43,36,79,122,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,781,candidate-000114,114,0.22903934910291213,False,True,False,108,20,55,75,95,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,858,candidate-000118,118,1.0,False,True,False,108,29,35,64,93,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,740,candidate-000120,120,1.0,False,True,False,106,27,53,80,107,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,777,candidate-000122,122,1.0,False,True,False,109,46,35,81,127,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,857,candidate-000136,136,1.0,False,True,False,108,28,37,65,93,False,False
1,eval-hard-015,generic,hard,primary,False,True,3,False,False,817,candidate-000140,140,1.0,False,True,False,107,35,35,70,105,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,True,True,584,candidate-000000,0,1.0,True,False,False,88,50,38,88,138,False,True
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,624,candidate-000002,2,1.0,True,False,False,102,55,47,102,157,False,True
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,543,candidate-000005,5,1.0,False,True,False,109,76,33,109,185,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,623,candidate-000011,11,1.0,True,False,False,108,50,58,108,158,False,True
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,542,candidate-000013,13,1.0,True,False,False,99,70,29,99,169,False,True
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,663,candidate-000014,14,1.0,False,True,False,108,49,59,108,157,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,743,candidate-000020,20,1.0,False,True,False,103,16,87,103,119,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,783,candidate-000029,29,1.0,False,True,False,106,15,91,106,121,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,703,candidate-000033,33,1.0,False,True,False,108,32,76,108,140,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,662,candidate-000034,34,1.0,False,True,False,99,43,56,99,142,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,541,candidate-000035,35,1.0,False,True,False,108,76,32,108,184,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,702,candidate-000042,42,1.0,False,True,False,104,36,68,104,140,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,742,candidate-000044,44,1.0,False,True,False,107,29,78,107,136,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,820,candidate-000047,47,1.0,False,True,False,99,23,76,99,122,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,581,candidate-000054,54,1.0,True,False,False,107,75,32,107,182,False,True
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,823,candidate-000056,56,0.7085670642047068,False,True,False,108,11,97,108,119,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,780,candidate-000060,60,1.0,False,True,False,106,37,69,106,143,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,661,candidate-000061,61,1.0,False,True,False,108,60,48,108,168,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,779,candidate-000063,63,1.0,False,True,False,108,41,67,108,149,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,621,candidate-000064,64,1.0,False,True,False,108,60,48,108,168,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,701,candidate-000068,68,1.0,False,True,False,104,39,65,104,143,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,741,candidate-000072,72,1.0,False,True,False,103,35,68,103,138,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,860,candidate-000074,74,1.0,False,True,False,107,31,76,107,138,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,822,candidate-000077,77,0.7085670609845556,False,True,False,107,13,94,107,120,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,739,candidate-000082,82,1.0,False,True,False,106,49,57,106,155,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,859,candidate-000084,84,1.0,False,True,False,107,33,74,107,140,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,862,candidate-000090,90,0.7085670594605018,False,True,False,103,10,93,103,113,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,738,candidate-000094,94,1.0,False,True,False,108,59,49,108,167,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,861,candidate-000102,102,0.7085670594245599,False,True,False,103,8,95,103,111,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,821,candidate-000111,111,0.7085670595484856,False,True,False,106,19,87,106,125,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,778,candidate-000113,113,1.0,False,True,False,108,58,50,108,166,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,781,candidate-000114,114,0.2290393754754998,False,True,False,108,27,81,108,135,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,858,candidate-000118,118,1.0,False,True,False,108,51,57,108,159,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,777,candidate-000121,121,1.0,False,True,False,109,58,51,109,167,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,740,candidate-000123,123,1.0,False,True,False,102,35,67,102,137,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,857,candidate-000136,136,1.0,False,True,False,108,57,51,108,165,False,False
2,eval-hard-015,ours,hard,primary,True,False,1,False,False,817,candidate-000140,140,1.0,False,True,False,106,58,48,106,164,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,True,True,584,candidate-000000,0,1.0,True,False,False,88,0,50,50,50,False,True
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,624,candidate-000002,2,1.0,True,False,False,102,0,55,55,55,False,True
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,543,candidate-000005,5,1.0,False,True,False,109,0,76,76,76,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,623,candidate-000011,11,1.0,True,False,False,108,0,50,50,50,False,True
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,542,candidate-000013,13,1.0,True,False,False,99,0,70,70,70,False,True
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,663,candidate-000014,14,1.0,False,True,False,108,0,52,52,52,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,743,candidate-000020,20,1.0,False,True,False,103,0,36,36,36,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,783,candidate-000029,29,1.0,False,True,False,106,1,38,39,40,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,703,candidate-000033,33,1.0,False,True,False,108,4,48,52,56,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,662,candidate-000034,34,1.0,False,True,False,99,0,52,52,52,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,541,candidate-000035,35,1.0,False,True,False,108,2,74,76,78,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,702,candidate-000042,42,1.0,False,True,False,104,2,53,55,57,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,742,candidate-000044,44,1.0,False,True,False,107,3,50,53,56,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,820,candidate-000047,47,1.0,False,True,False,99,18,41,59,77,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,581,candidate-000054,54,1.0,True,False,False,107,1,74,75,76,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,823,candidate-000056,56,0.7085670642047068,False,True,False,108,5,43,48,53,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,780,candidate-000060,60,1.0,False,True,False,106,22,44,66,88,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,661,candidate-000061,61,1.0,False,True,False,108,5,65,70,75,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,779,candidate-000063,63,1.0,False,True,False,108,22,47,69,91,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,621,candidate-000064,64,1.0,False,True,False,108,4,65,69,73,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,701,candidate-000068,68,1.0,False,True,False,104,0,58,58,58,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,741,candidate-000072,72,1.0,False,True,False,103,1,56,57,58,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,860,candidate-000074,74,1.0,False,True,False,107,24,50,74,98,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,822,candidate-000077,77,0.7085670609845556,False,True,False,107,5,49,54,59,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,739,candidate-000082,82,1.0,False,True,False,106,21,56,77,98,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,859,candidate-000084,84,1.0,False,True,False,107,26,50,76,102,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,862,candidate-000090,90,0.7085670594605018,False,True,False,103,3,53,56,59,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,738,candidate-000094,94,1.0,False,True,False,108,27,60,87,114,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,861,candidate-000102,102,0.7085670594245599,False,True,False,103,2,56,58,60,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,821,candidate-000111,111,0.7085670595484856,False,True,False,106,12,49,61,73,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,778,candidate-000113,113,1.0,False,True,False,108,32,53,85,117,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,781,candidate-000114,114,0.2290393754754998,False,True,False,108,16,46,62,78,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,858,candidate-000118,118,1.0,False,True,False,108,39,48,87,126,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,777,candidate-000121,121,1.0,False,True,False,109,34,52,86,120,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,740,candidate-000123,123,1.0,False,True,False,102,14,43,57,71,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,857,candidate-000136,136,1.0,False,True,False,108,40,45,85,125,False,False
2,eval-hard-015,ours,hard,primary,True,False,2,False,False,817,candidate-000140,140,1.0,False,True,False,106,44,42,86,130,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,True,True,584,candidate-000000,0,1.0,True,False,False,88,0,0,0,0,True,True
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,624,candidate-000002,2,1.0,True,False,False,102,0,0,0,0,True,True
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,543,candidate-000005,5,1.0,False,True,False,109,0,0,0,0,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,623,candidate-000011,11,1.0,True,False,False,108,0,0,0,0,True,True
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,542,candidate-000013,13,1.0,True,False,False,99,0,1,1,1,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,663,candidate-000014,14,1.0,False,True,False,108,0,2,2,2,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,743,candidate-000020,20,1.0,False,True,False,103,0,19,19,19,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,783,candidate-000029,29,1.0,False,True,False,106,0,24,24,24,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,703,candidate-000033,33,1.0,False,True,False,108,3,20,23,26,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,662,candidate-000034,34,1.0,False,True,False,99,0,9,9,9,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,541,candidate-000035,35,1.0,False,True,False,108,2,2,4,6,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,702,candidate-000042,42,1.0,False,True,False,104,2,18,20,22,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,742,candidate-000044,44,1.0,False,True,False,107,3,23,26,29,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,820,candidate-000047,47,1.0,False,True,False,99,16,37,53,69,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,581,candidate-000054,54,1.0,True,False,False,107,1,3,4,5,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,823,candidate-000056,56,0.7085670642047068,False,True,False,108,4,36,40,44,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,780,candidate-000060,60,1.0,False,True,False,106,20,31,51,71,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,661,candidate-000061,61,1.0,False,True,False,108,3,12,15,18,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,779,candidate-000063,63,1.0,False,True,False,108,20,30,50,70,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,621,candidate-000064,64,1.0,False,True,False,108,2,11,13,15,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,701,candidate-000068,68,1.0,False,True,False,104,0,18,18,18,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,741,candidate-000072,72,1.0,False,True,False,103,0,22,22,22,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,860,candidate-000074,74,1.0,False,True,False,107,22,44,66,88,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,822,candidate-000077,77,0.7085670609845556,False,True,False,107,4,40,44,48,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,739,candidate-000082,82,1.0,False,True,False,106,19,30,49,68,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,859,candidate-000084,84,1.0,False,True,False,107,24,44,68,92,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,862,candidate-000090,90,0.7085670594605018,False,True,False,103,2,45,47,49,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,738,candidate-000094,94,1.0,False,True,False,108,25,31,56,81,False,False
2,eval-hard-015,ours,hard,primary,True,False,3,False,False,861,candidate-000102,102,0.7085670594245599,False,True,False,103,2,49,51,53,False,False
